	HCT_WT2	SW837D	R1-1	HCT_WT3	SW837	HCT116	HCT_WT1	SW620	R1-2	R1-3
ENSG00000167658	35118	4584	47896	48087	32717	156057	67441	145394	30026	29365
ENSG00000206775	4	4	4	2	3	15	12	8	5	6
ENSG00000105229	448	115	411	610	736	1352	556	1169	383	379
ENSG00000178951	1737	501	1897	1794	3251	4690	2719	3839	1034	1106
ENSG00000268670	55	9	26	110	48	70	42	116	23	36
ENSG00000126934	1416	375	1426	2242	2322	4673	2118	3581	1241	1244
ENSG00000278007	0	0	0	0	0	0	0	0	0	0
ENSG00000060566	3	6	1	0	18	13	2	11	0	0
ENSG00000077463	219	28	158	308	349	585	296	512	187	208
ENSG00000089847	27	6	126	25	55	110	161	45	16	17
ENSG00000105246	0	0	1	0	8	29	2	1	0	0
ENSG00000280247	6	0	3	4	2	6	3	0	1	2
ENSG00000105248	244	64	247	428	340	819	317	881	248	239
ENSG00000105251	6	1	0	3	29	29	2	8	1	0
ENSG00000167664	0	0	0	0	0	1	0	1	0	0
ENSG00000105255	46	23	9	62	182	720	47	129	17	22
ENSG00000178078	704	95	760	343	736	33	853	558	195	198
ENSG00000269425	6	0	1	8	0	8	1	11	2	2
ENSG00000008382	244	39	271	227	245	392	330	490	134	150
ENSG00000269807	0	0	0	0	0	3	1	8	0	1
ENSG00000267938	0	0	1	0	1	0	5	13	0	0
ENSG00000269318	0	4	4	8	28	21	15	51	4	8
ENSG00000141985	709	278	496	1148	2134	3003	916	1869	601	633
ENSG00000267980	17	2	6	28	10	20	14	25	6	12
ENSG00000167670	1558	272	782	2577	1348	3450	1560	3391	1496	1510
ENSG00000267255	0	0	1	0	1	2	0	3	0	1
ENSG00000167671	743	120	1070	734	1253	1929	1545	2453	484	486
ENSG00000266437	14	0	1	13	3	15	5	12	1	0
ENSG00000267030	32	6	7	20	11	35	26	41	6	10
ENSG00000280239	68	7	11	85	35	166	61	152	25	26
ENSG00000267769	10	0	7	9	12	22	10	15	4	2
ENSG00000267011	6	2	2	2	3	5	13	6	1	0
ENSG00000167674	1221	167	1053	1466	1423	2803	1447	1969	1033	1009
ENSG00000167676	16	0	24	24	3	166	45	35	6	17
ENSG00000214456	19	0	35	17	6	121	45	2	5	8
ENSG00000267385	9	0	1	4	0	12	8	2	1	0
ENSG00000171236	18	14	30	2	159	67	43	56	2	3
ENSG00000167680	360	4	688	455	176	2950	712	991	258	322
ENSG00000267408	1	0	0	0	0	0	0	0	0	0
ENSG00000185361	525	57	594	482	380	1078	692	707	346	386
ENSG00000074842	634	116	504	952	781	1710	740	1531	722	679
ENSG00000268565	10	3	1	6	6	17	4	15	9	8
ENSG00000142002	1147	286	748	2363	2072	3892	1136	3509	1093	1197
ENSG00000205790	1	0	3	0	1	3	2	0	0	2
ENSG00000176840	0	0	0	0	0	0	0	1	0	0
ENSG00000207630	0	0	0	0	0	0	0	0	0	0
ENSG00000268536	6	0	1	7	0	5	4	2	4	0
ENSG00000141965	1178	284	693	2296	1383	3299	1206	2435	1238	1253
ENSG00000269604	1	0	5	5	6	10	3	5	4	5
ENSG00000127666	165	84	240	235	505	1277	263	806	141	144
ENSG00000267484	0	0	0	0	0	0	2	0	0	0
ENSG00000105355	1673	180	2000	1059	1451	6481	2300	1577	865	876
ENSG00000205784	0	0	0	0	0	0	1	0	0	0
ENSG00000276043	3051	249	759	5791	1403	6551	3020	6438	1730	1815
ENSG00000263409	1	0	0	0	0	2	1	1	2	2
ENSG00000127663	798	124	1240	792	1184	2316	1314	2166	472	466
ENSG00000105426	80	385	139	165	3440	8233	183	680	103	127
ENSG00000267550	0	0	0	0	0	1	0	0	0	0
ENSG00000239524	0	0	1	0	0	0	0	0	0	0
ENSG00000274447	0	0	0	0	1	3	0	0	0	0
ENSG00000105428	0	0	0	0	0	0	0	0	0	0
ENSG00000223573	4	9	5	26	118	107	13	73	14	10
ENSG00000233270	10	4	3	23	35	60	22	48	6	4
ENSG00000130254	1249	289	852	2196	1624	1886	1493	2598	1322	1328
ENSG00000160633	2010	512	1358	3432	2587	5723	2459	5628	2137	2161
ENSG00000130255	3881	779	5227	4203	3552	13524	5201	11096	3927	3755
ENSG00000174917	246	74	201	488	411	554	273	471	240	237
ENSG00000167733	16	8	15	24	66	93	33	67	15	11
ENSG00000196365	2088	474	2955	3286	2725	5448	3520	5859	1716	1672
ENSG00000174898	2	0	5	6	2	0	4	4	1	0
ENSG00000212123	35	7	12	104	34	114	31	251	26	37
ENSG00000267157	0	0	0	0	0	0	0	0	0	0
ENSG00000141994	387	108	269	1022	439	1318	379	2210	365	438
ENSG00000171119	20	0	57	17	12	140	70	17	20	27
ENSG00000156413	2	1	11	1	2	8	7	0	0	0
ENSG00000171124	69	6	145	35	94	221	191	11	8	13
ENSG00000267709	0	0	1	0	0	0	0	0	0	0
ENSG00000130383	0	0	0	0	0	0	0	1	0	0
ENSG00000267740	0	0	0	0	0	0	0	0	0	0
ENSG00000174886	160	26	258	335	160	438	155	438	286	328
ENSG00000266941	0	0	0	0	0	0	1	0	0	0
ENSG00000267314	0	0	0	0	0	0	0	0	0	0
ENSG00000187650	35	7	72	12	58	48	94	109	11	11
ENSG00000267571	8	0	1	21	4	6	4	11	5	5
ENSG00000105519	52	16	104	30	254	59	131	139	20	15
ENSG00000031823	804	187	593	1586	1201	2493	887	3050	857	895
ENSG00000266983	5	0	2	3	5	10	15	15	1	5
ENSG00000087903	261	38	279	265	294	520	410	322	149	168
ENSG00000267262	0	1	0	0	0	0	0	1	0	0
ENSG00000267589	0	0	0	0	0	0	7	0	0	0
ENSG00000267299	0	0	0	0	0	0	0	2	0	0
ENSG00000130377	0	3	1	0	19	12	0	0	0	0
ENSG00000267415	0	0	0	0	0	0	0	0	0	0
ENSG00000284490	0	0	0	0	0	1	0	0	0	0
ENSG00000130382	1129	311	1077	1850	2044	3435	1262	4248	1111	1104
ENSG00000267563	0	0	0	0	0	0	0	0	0	0
ENSG00000280394	5	0	1	8	1	3	1	0	1	4
ENSG00000167769	0	1	1	3	1	0	0	0	1	1
ENSG00000269802	1	0	2	1	1	0	2	0	1	3
ENSG00000125656	600	101	581	1140	565	1447	760	1256	733	691
ENSG00000125652	202	31	323	226	318	372	273	452	165	126
ENSG00000125650	73	8	68	94	61	181	138	249	55	45
ENSG00000125651	1075	264	1602	1748	1803	3469	1901	4430	1221	1136
ENSG00000269444	6	0	7	5	4	3	4	5	6	5
ENSG00000274390	1	0	0	0	0	0	0	0	1	0
ENSG00000273758	0	0	0	0	0	0	0	0	0	0
ENSG00000214347	0	0	2	0	0	0	0	0	0	0
ENSG00000088247	4753	1152	3352	8187	6865	16357	4933	14639	5445	5469
ENSG00000284159	0	0	0	0	0	0	0	0	0	0
ENSG00000181240	2	0	4	7	0	27	4	10	2	1
ENSG00000125648	797	201	1074	801	1491	4509	1585	2159	519	469
ENSG00000130545	289	59	403	337	568	412	442	625	218	215
ENSG00000205744	0	2	0	1	23	6	3	37	0	0
ENSG00000275234	232	37	304	136	372	244	362	512	89	86
ENSG00000104833	2	4	0	0	76	1370	0	11	1	0
ENSG00000268203	0	0	0	0	0	0	0	0	0	0
ENSG00000268191	0	0	0	0	0	0	0	0	0	0
ENSG00000125657	83	57	48	50	362	784	103	53	33	32
ENSG00000268742	0	0	0	0	0	0	0	0	0	0
ENSG00000269546	0	0	0	0	0	0	0	0	0	0
ENSG00000199223	0	0	0	0	0	0	0	0	0	0
ENSG00000125726	0	2	4	3	19	28	3	0	0	0
ENSG00000268785	2	0	0	0	0	0	2	1	0	0
ENSG00000125735	0	0	0	1	1	1	0	0	0	0
ENSG00000125730	2	5	1	6	120	24	0	110	1	0
ENSG00000276980	0	0	0	0	0	0	0	0	0	0
ENSG00000125734	419	110	531	426	712	1531	751	1503	266	267
ENSG00000283950	0	0	0	0	0	0	0	0	0	0
ENSG00000125733	1169	350	965	1258	1827	4382	1621	1130	847	870
ENSG00000269680	14	3	20	22	15	6	22	57	8	7
ENSG00000125731	672	112	588	1033	891	1340	834	1431	472	488
ENSG00000141968	1	64	1	0	278	724	0	76	0	0
ENSG00000174837	2	0	0	0	2	1	0	0	0	0
ENSG00000280091	0	0	0	0	0	0	0	0	0	0
ENSG00000269385	0	0	0	0	0	0	0	0	0	0
ENSG00000276568	0	0	0	0	1	0	0	0	0	0
ENSG00000268758	0	0	0	0	0	3	0	0	0	0
ENSG00000268845	0	0	0	0	0	0	0	0	0	0
ENSG00000269761	0	0	0	0	0	2	0	0	0	0
ENSG00000283679	0	0	0	0	0	0	0	1	0	0
ENSG00000196589	0	0	0	0	0	0	0	0	0	0
ENSG00000237247	0	0	0	0	0	0	0	0	0	0
ENSG00000205718	0	0	0	0	0	0	0	0	0	0
ENSG00000230522	0	0	0	0	0	0	0	0	0	0
ENSG00000182315	0	0	0	0	0	0	0	0	0	0
ENSG00000130544	459	48	395	581	374	777	702	1003	405	388
ENSG00000171105	1431	121	2424	1399	716	3210	3423	1919	1054	916
ENSG00000263264	1	0	2	0	0	0	6	0	0	0
ENSG00000268861	0	0	0	0	0	0	0	0	0	0
ENSG00000267852	1	0	3	0	1	2	6	1	0	0
ENSG00000104880	74	12	69	35	103	137	73	126	75	65
ENSG00000104883	33	10	48	28	84	49	105	40	3	12
ENSG00000198723	7	0	10	4	18	13	12	61	1	2
ENSG00000267952	0	0	0	0	0	0	0	0	0	0
ENSG00000198816	105	19	266	103	258	342	251	452	84	72
ENSG00000269371	0	0	0	0	0	3	0	0	0	0
ENSG00000090674	124	23	108	320	216	440	176	394	171	165
ENSG00000268614	0	0	0	0	0	0	0	0	0	0
ENSG00000032444	1246	115	1222	2065	1085	3977	1621	2397	1196	1162
ENSG00000076826	562	185	806	931	1458	1306	851	3055	451	467
ENSG00000273657	0	0	0	0	0	0	0	0	0	0
ENSG00000076924	773	171	866	1234	1384	3525	1207	2099	641	644
ENSG00000229833	22	8	50	17	43	97	43	77	48	70
ENSG00000268400	6	0	2	3	0	3	3	5	1	0
ENSG00000174788	2	3	4	2	11	3	14	12	1	0
ENSG00000268204	3	0	4	4	14	12	23	3	1	0
ENSG00000076944	363	61	464	392	600	1362	512	945	253	237
ENSG00000269228	0	0	0	0	0	0	0	0	0	0
ENSG00000104918	0	0	0	0	0	0	1	0	0	0
ENSG00000183019	0	0	0	0	2	0	0	2	0	0
ENSG00000269711	0	0	0	0	0	0	0	0	0	0
ENSG00000181029	18	3	20	20	17	47	21	52	12	17
ENSG00000104921	0	0	0	0	1	1	0	0	0	0
ENSG00000182566	0	0	0	0	0	0	0	0	0	0
ENSG00000090659	0	0	0	0	0	0	0	2	0	0
ENSG00000242636	0	0	0	0	0	3	0	0	0	0
ENSG00000104938	0	0	0	0	0	0	3	0	0	0
ENSG00000268297	0	0	0	0	0	0	0	1	0	0
ENSG00000269763	0	0	0	0	0	0	0	0	0	0
ENSG00000142459	217	29	345	223	410	816	362	392	137	158
ENSG00000183248	314	9	481	199	176	406	858	575	146	125
ENSG00000268120	0	0	0	0	0	0	0	0	0	1
ENSG00000269153	0	0	0	0	1	1	1	0	0	0
ENSG00000199900	0	0	0	0	0	0	0	0	0	0
ENSG00000171017	204	48	263	340	319	660	280	348	253	251
ENSG00000214248	80	10	68	96	49	97	62	60	30	42
ENSG00000076984	424	154	356	664	1111	2739	615	2274	333	372
ENSG00000268149	0	0	0	2	0	2	1	4	1	1
ENSG00000260001	8	3	15	8	19	197	17	24	5	8
ENSG00000260500	7	0	4	6	4	3	13	2	2	2
ENSG00000104976	122	21	187	199	190	912	274	242	124	115
ENSG00000178531	77	27	125	141	210	1568	116	324	106	100
ENSG00000269139	0	1	1	4	4	14	4	2	2	1
ENSG00000104980	642	182	511	1259	838	1775	764	2020	684	719
ENSG00000066044	2542	611	1787	3315	3277	5838	2402	5523	2573	2466
ENSG00000269813	1	0	0	0	0	0	0	0	0	0
ENSG00000267939	13	0	7	20	7	15	17	18	8	5
ENSG00000131142	3	0	4	0	0	1	1	0	0	0
ENSG00000142449	21	3	51	9	40	357	36	150	3	4
ENSG00000269651	0	0	0	0	0	0	0	0	0	0
ENSG00000090661	2	6	7	0	132	635	3	226	0	0
ENSG00000271717	0	0	0	0	0	0	0	0	0	0
ENSG00000167775	439	76	454	1246	462	1104	396	1023	783	716
ENSG00000167774	1	1	0	0	1	0	1	2	0	0
ENSG00000267855	17	3	6	31	13	35	25	38	16	19
ENSG00000233927	3422	514	2818	4556	3214	9583	5270	8011	1923	1932
ENSG00000186994	26	0	59	30	20	322	71	9	9	19
ENSG00000268884	0	0	0	0	0	0	0	0	0	0
ENSG00000167772	51	68	226	62	289	491	157	3	20	18
ENSG00000269386	84	0	92	49	59	105	145	106	25	17
ENSG00000265390	4	0	1	2	1	9	8	3	0	0
ENSG00000185236	946	162	1022	1188	1692	3384	1739	3327	660	666
ENSG00000099785	138	25	157	130	229	464	210	31	81	80
ENSG00000268931	0	0	0	0	0	1	0	1	0	0
ENSG00000279827	6	4	4	5	11	7	0	13	6	3
ENSG00000099783	5052	1346	2740	6998	6615	10124	4384	12307	5703	5421
ENSG00000133246	4	1	4	2	1	28	4	19	2	2
ENSG00000133250	126	23	129	226	181	451	177	502	88	94
ENSG00000142347	2	10	14	4	174	28	6	6	3	1
ENSG00000268618	5	1	2	1	8	0	9	2	1	1
ENSG00000279396	0	0	0	0	5	0	0	0	1	0
ENSG00000142303	0	19	0	0	210	369	1	1	0	0
ENSG00000267986	0	0	0	0	0	0	1	0	0	0
ENSG00000268480	0	0	0	0	0	0	0	0	0	0
ENSG00000261866	0	0	0	0	0	0	1	0	0	1
ENSG00000279426	0	0	0	0	0	0	0	0	0	0
ENSG00000181786	0	0	0	0	0	0	0	0	0	0
ENSG00000269244	0	0	0	0	0	0	0	0	0	0
ENSG00000181733	0	0	0	0	0	0	0	0	0	0
ENSG00000268922	0	0	0	0	0	0	0	0	0	0
ENSG00000167785	499	51	763	534	346	781	843	710	347	343
ENSG00000269300	0	0	0	0	0	0	0	0	0	0
ENSG00000170948	0	0	0	0	0	0	0	0	0	0
ENSG00000269400	0	0	1	1	0	1	3	0	0	1
ENSG00000181143	0	340	0	2	1050	206	0	14	0	0
ENSG00000267332	0	0	0	0	1	0	0	0	0	0
ENSG00000267154	0	0	0	0	0	0	0	0	0	0
ENSG00000170929	0	0	0	0	0	0	0	0	0	0
ENSG00000170923	0	0	0	0	0	0	0	0	0	0
ENSG00000161807	0	0	0	0	0	0	0	0	0	0
ENSG00000275787	0	0	0	0	0	0	0	0	0	0
ENSG00000170920	0	0	0	0	0	2	0	0	0	0
ENSG00000130803	791	163	838	1152	960	1921	1289	1972	703	764
ENSG00000267418	0	0	0	0	0	0	0	0	0	0
ENSG00000188000	3	0	2	0	0	3	2	0	0	0
ENSG00000267775	0	0	0	0	0	0	1	0	0	0
ENSG00000187847	0	0	0	0	0	0	0	0	0	0
ENSG00000174667	0	0	0	0	0	0	0	0	0	0
ENSG00000188314	0	0	0	0	0	0	0	0	0	0
ENSG00000237521	0	0	0	0	0	0	0	0	0	0
ENSG00000180926	0	0	0	0	0	0	0	0	0	0
ENSG00000225980	0	0	0	0	0	0	0	0	0	0
ENSG00000226480	0	0	0	0	0	0	0	0	0	0
ENSG00000267510	0	0	0	0	0	0	0	0	0	0
ENSG00000196110	129	20	176	86	161	189	308	153	74	65
ENSG00000188321	100	45	136	78	287	239	209	554	62	64
ENSG00000270011	3	0	7	1	5	3	4	4	0	1
ENSG00000270614	0	0	0	0	0	0	0	0	0	0
ENSG00000188629	0	0	1	1	2	5	0	1	0	0
ENSG00000283108	0	0	0	2	0	0	0	0	0	0
ENSG00000174652	423	48	585	494	266	373	892	832	267	253
ENSG00000198028	0	0	1	0	0	0	2	0	0	0
ENSG00000267273	0	0	0	0	0	0	0	0	0	0
ENSG00000260112	0	0	0	0	0	0	0	0	0	0
ENSG00000130818	696	93	933	671	479	10	1394	23	470	480
ENSG00000278611	11	7	16	10	31	0	31	0	2	4
ENSG00000197961	3780	557	2955	3832	2165	6070	5483	4470	3364	3510
ENSG00000171469	664	105	842	656	545	1449	1462	1320	541	546
ENSG00000267106	30	11	62	30	113	88	72	116	9	20
ENSG00000171466	1326	314	987	1473	1221	2683	1847	2188	935	968
ENSG00000239830	0	0	2	0	1	5	0	5	0	4
ENSG00000224689	0	0	0	0	0	0	0	1	0	0
ENSG00000277587	0	0	0	0	0	0	0	0	0	0
ENSG00000267490	0	0	0	0	0	0	0	0	0	0
ENSG00000267612	0	0	0	0	0	0	0	0	0	0
ENSG00000196605	126	4	198	52	56	16	245	110	47	48
ENSG00000267370	14	1	13	6	5	1	24	11	8	17
ENSG00000267741	2	1	1	4	1	0	5	1	1	0
ENSG00000266950	0	0	0	0	0	0	0	9	0	0
ENSG00000127452	181	32	187	248	261	405	309	470	131	148
ENSG00000200237	0	0	0	0	1	0	3	1	0	0
ENSG00000267119	1	3	0	2	3	4	1	2	1	3
ENSG00000198258	870	247	501	861	1339	2075	897	1544	822	802
ENSG00000267289	0	0	3	1	0	0	0	2	0	1
ENSG00000127445	596	65	424	856	552	991	623	1286	524	560
ENSG00000105088	17	9	140	1	69	679	155	8	4	0
ENSG00000080573	3	6	4	8	24	11	3	11	4	2
ENSG00000267650	0	1	0	0	0	0	0	0	0	0
ENSG00000080511	1	1	0	0	0	0	0	0	0	0
ENSG00000167798	0	0	0	0	1	0	2	0	0	0
ENSG00000266204	0	0	0	0	0	0	0	0	0	0
ENSG00000130813	262	15	301	182	332	661	581	547	116	133
ENSG00000267387	0	0	0	0	1	1	4	0	1	0
ENSG00000130812	4	2	8	11	10	7	4	3	2	2
ENSG00000243207	0	0	0	0	0	0	0	0	0	0
ENSG00000130810	61	17	81	97	70	193	37	253	168	169
ENSG00000209645	0	0	1	0	1	3	0	3	2	5
ENSG00000238531	1	2	1	3	0	2	0	9	6	6
ENSG00000244165	75	9	76	251	59	397	126	536	106	119
ENSG00000130811	1670	370	1432	2566	1937	4440	2527	4202	1546	1547
ENSG00000130816	5711	907	3540	9754	4262	11045	5200	11333	5985	6150
ENSG00000267534	235	12	223	191	135	427	251	247	109	118
ENSG00000264266	0	0	0	0	0	1	0	0	0	0
ENSG00000105364	975	221	609	1747	932	2566	882	2102	1068	1124
ENSG00000266978	2	2	0	5	0	11	4	3	0	2
ENSG00000267105	0	0	0	0	3	2	0	0	0	1
ENSG00000090339	791	30	1205	999	91	5	1340	163	694	681
ENSG00000267607	22	2	3	32	4	50	23	2	8	15
ENSG00000105371	31	0	76	20	0	1	84	1	17	21
ENSG00000105376	79	5	77	153	36	751	145	52	54	58
ENSG00000220201	22	2	11	36	1	21	23	54	19	31
ENSG00000167807	1	0	2	0	0	0	0	0	4	3
ENSG00000267673	0	0	3	3	1	0	0	4	0	3
ENSG00000267303	0	0	0	0	0	0	0	1	0	0
ENSG00000161847	715	102	534	1491	734	2089	672	2227	754	822
ENSG00000274425	84	6	114	191	71	263	115	118	91	90
ENSG00000076662	63	13	59	101	67	138	71	123	79	50
ENSG00000105397	1231	148	1180	2088	1127	2018	1661	2801	830	953
ENSG00000105401	2914	690	1897	4338	3563	7491	3479	4493	3294	3337
ENSG00000284268	0	0	0	0	0	0	0	0	0	0
ENSG00000065989	5	49	27	5	293	3275	21	1325	2	4
ENSG00000079999	1163	318	1080	2085	1663	3320	1443	2605	1151	1159
ENSG00000267197	27	7	3	28	17	26	10	22	13	11
ENSG00000180739	22	1	21	8	16	93	29	8	7	17
ENSG00000130734	286	64	332	636	406	878	405	611	253	300
ENSG00000238364	0	0	0	1	0	0	0	0	0	0
ENSG00000221410	0	0	0	0	0	0	0	0	0	0
ENSG00000129347	896	185	665	1490	953	2438	995	1787	887	974
ENSG00000129355	88	7	123	107	61	129	157	166	86	70
ENSG00000129354	1585	316	1505	1476	2218	2650	2273	38	1038	1076
ENSG00000271010	0	0	0	0	0	0	0	0	0	0
ENSG00000129353	2129	709	2192	1848	6230	3858	3218	145	1103	1128
ENSG00000267100	226	93	239	440	659	456	364	232	211	211
ENSG00000129351	11491	2019	6876	18177	10552	19995	11533	24066	10595	10757
ENSG00000213339	429	83	277	795	362	1081	494	1066	275	360
ENSG00000079805	3719	667	5211	4230	5274	7403	6012	8143	2406	2432
ENSG00000207972	0	1	1	0	0	1	0	0	0	0
ENSG00000265879	9	0	2	5	5	5	13	5	1	0
ENSG00000207752	0	0	0	0	0	0	0	0	0	0
ENSG00000275640	0	1	1	0	0	2	2	0	0	1
ENSG00000099203	171	67	188	262	419	480	219	439	188	184
ENSG00000214212	10	2	30	18	3	14	37	4	2	5
ENSG00000267544	3	3	1	6	3	2	1	1	1	0
ENSG00000142453	2693	422	1988	3334	2017	5620	3572	4222	1955	1944
ENSG00000130733	431	134	694	627	1109	1173	942	1300	438	376
ENSG00000142444	200	40	222	285	246	410	294	422	223	200
ENSG00000127616	6114	879	5351	7877	5123	6662	8343	13979	4706	4787
ENSG00000266936	0	1	0	0	2	0	0	0	0	0
ENSG00000276757	14	5	7	18	5	21	12	16	4	10
ENSG00000278643	0	1	1	0	0	3	0	0	0	0
ENSG00000130164	3046	320	1837	2232	3054	7726	2996	4143	1716	1835
ENSG00000284553	0	0	0	0	0	0	0	0	0	0
ENSG00000161888	595	94	431	607	586	923	897	1550	347	401
ENSG00000197256	1173	123	1551	1154	989	2555	1887	1879	660	677
ENSG00000130158	791	241	1413	757	1636	2301	1734	3579	405	392
ENSG00000267082	0	1	0	1	0	1	3	1	1	0
ENSG00000279807	1	0	1	1	0	0	0	0	1	0
ENSG00000273733	0	0	1	0	0	0	0	3	0	1
ENSG00000130173	0	1	0	0	0	0	0	1	0	0
ENSG00000130167	0	0	0	0	0	0	0	0	1	0
ENSG00000267174	0	0	2	0	4	14	1	1	0	0
ENSG00000105514	110	92	423	35	922	1849	427	234	17	26
ENSG00000267576	0	0	0	0	0	0	0	0	0	0
ENSG00000105518	155	53	342	98	277	444	355	291	100	111
ENSG00000183401	46	6	77	19	72	116	149	48	11	11
ENSG00000105520	127	28	240	129	326	708	247	101	69	89
ENSG00000267277	8	2	9	13	4	15	29	26	4	4
ENSG00000173928	51	5	50	74	72	92	105	103	47	48
ENSG00000187266	135	9	174	91	119	555	297	492	56	55
ENSG00000205517	371	20	369	361	294	2150	824	1879	97	156
ENSG00000202357	0	0	0	0	0	0	0	0	0	0
ENSG00000198003	4	1	37	23	18	32	24	54	6	5
ENSG00000130175	3845	859	4359	5590	5898	11362	5483	11497	3406	3064
ENSG00000196361	2	0	0	0	4	6	2	1	1	0
ENSG00000267477	0	0	0	0	0	0	0	0	0	0
ENSG00000161914	61	17	53	114	102	212	108	223	36	49
ENSG00000274713	2	0	0	3	2	2	2	4	2	1
ENSG00000130159	297	50	319	546	280	835	310	1308	249	287
ENSG00000244080	2	0	0	3	0	3	2	7	1	2
ENSG00000213304	5	0	3	1	1	0	9	1	0	0
ENSG00000213303	2	0	2	0	0	0	3	0	0	0
ENSG00000130176	0	0	0	0	1	0	0	0	0	0
ENSG00000130165	407	89	328	731	602	1306	553	1244	450	431
ENSG00000198551	318	28	452	210	193	556	654	328	189	165
ENSG00000102575	0	9	0	0	131	0	0	111	0	0
ENSG00000249840	3	2	1	3	6	8	4	2	0	0
ENSG00000197332	12	0	18	23	3	13	33	12	12	15
ENSG00000267500	51	0	40	50	16	30	77	42	33	54
ENSG00000214223	61	7	4	59	31	29	91	36	7	4
ENSG00000267343	1	0	0	0	2	0	2	0	0	0
ENSG00000197933	294	33	194	304	181	219	441	222	203	199
ENSG00000266922	19	0	3	21	4	5	17	9	8	5
ENSG00000220949	0	0	0	0	0	0	0	0	0	0
ENSG00000197044	202	11	226	161	72	34	340	173	167	143
ENSG00000267646	0	0	0	0	0	0	0	0	0	0
ENSG00000177599	28	0	16	28	4	0	45	24	15	19
ENSG00000171295	731	56	672	635	264	422	1151	404	414	404
ENSG00000267089	0	0	0	0	0	0	0	0	0	0
ENSG00000171291	6	0	8	0	3	0	2	4	2	1
ENSG00000278897	0	0	2	2	1	0	1	0	0	0
ENSG00000198429	207	25	191	189	115	0	286	524	111	105
ENSG00000196757	269	37	360	310	179	345	561	330	203	204
ENSG00000267179	5	0	2	3	0	4	2	0	1	1
ENSG00000267274	19	2	5	19	6	10	34	19	6	8
ENSG00000197054	18	0	20	14	2	3	31	7	10	8
ENSG00000219665	169	14	75	148	41	1	151	260	69	59
ENSG00000252060	0	0	0	0	0	0	1	1	0	0
ENSG00000197647	23	8	17	27	48	0	26	11	23	14
ENSG00000257355	0	0	0	0	0	0	0	0	0	0
ENSG00000212497	2	0	0	11	2	0	1	0	0	0
ENSG00000257446	44	1	18	84	7	0	46	20	52	71
ENSG00000223547	7	30	11	5	197	0	8	4	6	4
ENSG00000252546	0	0	0	0	0	0	0	0	0	0
ENSG00000199444	0	0	0	0	0	0	0	0	0	0
ENSG00000214189	0	1	1	0	3	0	0	0	0	0
ENSG00000132010	24	1	30	12	4	0	47	24	10	8
ENSG00000237273	0	0	0	0	0	0	0	0	0	0
ENSG00000212576	0	0	0	0	0	0	0	0	0	0
ENSG00000213297	0	0	0	0	0	0	0	0	0	0
ENSG00000242615	0	0	0	0	0	0	0	0	0	0
ENSG00000257591	0	0	0	0	0	0	0	0	0	0
ENSG00000196646	161	25	183	139	175	82	410	268	66	92
ENSG00000234773	14	0	17	26	8	2	26	12	18	12
ENSG00000197857	188	29	234	184	237	88	366	315	98	98
ENSG00000213293	0	1	0	0	0	0	0	0	0	1
ENSG00000234750	0	0	0	0	0	0	0	0	0	2
ENSG00000188868	61	4	81	42	39	0	114	30	51	36
ENSG00000198342	38	9	39	29	87	0	47	61	27	32
ENSG00000231361	0	0	0	0	0	0	0	0	0	0
ENSG00000268744	6	0	8	1	1	0	2	2	2	3
ENSG00000248406	0	0	0	0	0	0	0	0	0	0
ENSG00000196466	180	30	108	181	253	126	262	143	123	97
ENSG00000268870	0	0	0	0	0	0	0	0	0	0
ENSG00000180855	307	39	139	281	244	117	418	253	181	164
ENSG00000269755	1	0	1	0	2	0	1	0	0	2
ENSG00000234848	1	0	0	4	0	0	3	0	0	1
ENSG00000242852	2	1	12	11	6	10	9	8	4	2
ENSG00000196826	0	0	0	0	0	0	0	0	0	0
ENSG00000236483	1	0	0	0	0	0	3	0	0	0
ENSG00000232579	1	0	0	0	0	0	0	0	0	0
ENSG00000230321	0	0	1	0	0	0	0	0	0	0
ENSG00000234003	0	0	0	1	0	0	1	0	0	0
ENSG00000235686	0	0	1	0	0	0	0	0	0	0
ENSG00000249709	28	10	10	23	30	18	23	48	11	13
ENSG00000269693	17	3	12	13	34	38	20	39	8	5
ENSG00000269560	14	4	3	5	16	1	23	6	3	4
ENSG00000230310	1	2	1	1	5	1	2	4	0	2
ENSG00000213290	1	1	1	1	5	2	0	4	2	2
ENSG00000188033	73	14	69	58	167	137	111	210	36	40
ENSG00000173875	520	181	499	529	1219	1020	1036	1030	337	388
ENSG00000178464	40	50	7	50	201	80	93	104	9	5
ENSG00000269242	0	0	0	0	0	3	1	2	0	0
ENSG00000104774	331	84	472	382	530	824	501	943	245	237
ENSG00000269590	0	0	0	0	0	0	0	0	0	0
ENSG00000123154	158	30	119	223	260	267	210	398	151	124
ENSG00000105583	306	116	373	377	807	825	421	1133	414	383
ENSG00000095059	610	291	662	890	1976	2125	1096	1930	502	507
ENSG00000268945	14	1	0	12	3	4	13	13	4	11
ENSG00000283980	3	1	0	1	3	0	3	2	0	0
ENSG00000132004	132	52	107	336	306	346	188	458	93	148
ENSG00000267791	2	0	0	0	0	0	2	5	0	0
ENSG00000105576	1613	884	1162	2932	4154	4387	1976	4308	1520	1613
ENSG00000209702	0	2	12	1	14	15	1	15	2	5
ENSG00000267004	4	0	0	1	0	4	1	0	0	1
